year,return_component,balanced_n_symbols,unbalanced_n_symbols,K_balanced,K_unbalanced,gc_mean,gc_1
2013,hf,10,10,1,2,0.7094148553595636,0.7094148553595636
2013,continuous,10,10,1,2,0.6641823899160613,0.6641823899160613
2013,jump,10,10,1,1,0.04022982280165636,0.04022982280165636
