portfolio,SR_intraday,SR_overnight,SR_daily
Continuous PCA tangency,1.0480721750358797,3.235355846250024,0.1273621104365612
1. Continuous PCA Factor,-1.0480721779244773,3.2353559591105228,-0.1273621107327064
